STATE,DISTRICT,DISTRICT_NS,CIRCUIT,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NBCHAP_13,QTR_ENDED,DATE,FISCAL_YEAR
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,20502,11597,144,10,8750,746,417,136,10,182,19756,11180,8,8568,09/30/03,2003-09-30,2003
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,13283,11369,103,2,1809,237,127,102,2,6,13046,11242,1,1803,09/30/03,2003-09-30,2003
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,16376,12952,45,9,3369,178,115,42,9,11,16198,12837,3,3358,09/30/03,2003-09-30,2003
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,45230,30537,178,3,14508,427,236,158,3,26,44803,30301,20,14482,09/30/03,2003-09-30,2003
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,17075,13154,63,3,3855,331,221,59,3,48,16744,12933,4,3807,09/30/03,2003-09-30,2003
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,47289,38953,125,8,8203,882,635,119,8,120,46407,38318,6,8083,09/30/03,2003-09-30,2003
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,40544,30632,100,14,9798,562,325,97,14,126,39982,30307,3,9672,09/30/03,2003-09-30,2003
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,20466,12940,54,4,7468,234,138,51,4,41,20232,12802,3,7427,09/30/03,2003-09-30,2003
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,16515,10212,142,0,6161,226,97,109,0,20,16289,10115,33,6141,09/30/03,2003-09-30,2003
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,28993,8969,103,0,19921,155,58,88,0,9,28838,8911,15,19912,09/30/03,2003-09-30,2003
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,60370,43532,315,3,16520,723,430,280,3,10,59647,43102,35,16510,09/30/03,2003-09-30,2003
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,16458,14106,48,28,2276,184,103,48,28,5,16274,14003,0,2271,09/30/03,2003-09-30,2003
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,9974,7264,28,7,2675,146,95,18,7,26,9828,7169,10,2649,09/30/03,2003-09-30,2003
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,21232,17719,56,4,3453,211,130,52,4,25,21021,17589,4,3428,09/30/03,2003-09-30,2003
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,34373,26772,119,7,7475,438,285,113,7,33,33935,26487,6,7442,09/30/03,2003-09-30,2003
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,19073,15475,33,6,3559,212,149,32,6,25,18861,15326,1,3534,09/30/03,2003-09-30,2003
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,9342,8158,43,13,1128,539,443,34,13,49,8803,7715,9,1079,09/30/03,2003-09-30,2003
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,15624,8438,34,6,7146,237,101,27,6,103,15387,8337,7,7043,09/30/03,2003-09-30,2003
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,8722,6025,18,2,2676,186,99,17,2,67,8536,5926,1,2609,09/30/03,2003-09-30,2003
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,4997,4790,9,7,191,202,176,9,7,10,4795,4614,0,181,09/30/03,2003-09-30,2003
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,7580,7114,14,5,447,123,97,14,5,7,7457,7017,0,440,09/30/03,2003-09-30,2003
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,20483,17127,47,16,3293,1356,1102,46,16,192,19127,16025,1,3101,09/30/03,2003-09-30,2003
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,20293,13530,80,7,6676,180,85,75,7,13,20113,13445,5,6663,09/30/03,2003-09-30,2003
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,17707,14181,53,7,3465,224,136,50,7,30,17483,14045,3,3435,09/30/03,2003-09-30,2003
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,8555,6613,41,54,1846,242,124,36,54,27,8313,6489,5,1819,09/30/03,2003-09-30,2003
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,2276,2161,7,19,89,114,84,7,19,4,2162,2077,0,85,09/30/03,2003-09-30,2003
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,2867,2673,13,6,175,123,90,12,6,15,2744,2583,1,160,09/30/03,2003-09-30,2003
ALASKA,ALASKA,AK,NINTH CIRCUIT,1541,1394,16,0,131,127,93,15,0,19,1414,1301,1,112,09/30/03,2003-09-30,2003
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,31994,25491,289,5,6209,774,417,252,5,100,31220,25074,37,6109,09/30/03,2003-09-30,2003
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,22760,16193,234,1,6332,1109,619,197,1,292,21651,15574,37,6040,09/30/03,2003-09-30,2003
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,31791,26848,87,43,4812,1133,725,80,43,284,30658,26123,7,4528,09/30/03,2003-09-30,2003
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,79250,67690,383,5,11159,2119,1594,349,5,158,77131,66096,34,11001,09/30/03,2003-09-30,2003
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,12329,10043,119,1,2166,312,174,113,1,24,12017,9869,6,2142,09/30/03,2003-09-30,2003
HAWAII,HAWAII,HI,NINTH CIRCUIT,3908,3398,37,0,470,65,30,33,0,1,3843,3368,4,469,09/30/03,2003-09-30,2003
IDAHO,IDAHO,ID,NINTH CIRCUIT,9630,8319,51,21,1239,246,141,45,21,39,9384,8178,6,1200,09/30/03,2003-09-30,2003
MONTANA,MONTANA,MT,NINTH CIRCUIT,4345,3842,21,10,472,106,59,20,10,17,4239,3783,1,455,09/30/03,2003-09-30,2003
NEVADA,NEVADA,NV,NINTH CIRCUIT,20689,15485,140,0,5062,328,179,125,0,23,20361,15306,15,5039,09/30/03,2003-09-30,2003
OREGON,OREGON,OR,NINTH CIRCUIT,25723,21890,40,13,3780,1714,734,37,13,930,24009,21156,3,2850,09/30/03,2003-09-30,2003
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,10602,8089,60,23,2429,251,149,47,23,31,10351,7940,13,2398,09/30/03,2003-09-30,2003
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,30305,24598,149,2,5556,464,292,120,2,50,29841,24306,29,5506,09/30/03,2003-09-30,2003
GUAM,GUAM,GUAM,NINTH CIRCUIT,343,294,2,0,47,11,10,1,0,0,332,284,1,47,09/30/03,2003-09-30,2003
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,20,16,0,0,4,1,1,0,0,0,19,15,0,4,09/30/03,2003-09-30,2003
COLORADO,COLORADO,CO,TENTH CIRCUIT,25243,22497,90,12,2644,525,399,87,12,27,24718,22098,3,2617,09/30/03,2003-09-30,2003
KANSAS,KANSAS,KS,TENTH CIRCUIT,16177,12909,46,22,3200,294,180,44,22,48,15883,12729,2,3152,09/30/03,2003-09-30,2003
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,9967,9019,39,5,904,806,663,38,5,100,9161,8356,1,804,09/30/03,2003-09-30,2003
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,7545,6898,13,3,631,265,227,12,3,23,7280,6671,1,608,09/30/03,2003-09-30,2003
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,5123,4713,13,8,389,73,47,12,8,6,5050,4666,1,383,09/30/03,2003-09-30,2003
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,14069,12323,44,31,1671,288,204,40,31,13,13781,12119,4,1658,09/30/03,2003-09-30,2003
UTAH,UTAH,UT,TENTH CIRCUIT,22444,15321,63,1,7059,496,338,57,1,100,21948,14983,6,6959,09/30/03,2003-09-30,2003
WYOMING,WYOMING,WY,TENTH CIRCUIT,2513,2307,16,1,189,49,23,15,1,10,2464,2284,1,179,09/30/03,2003-09-30,2003
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,25835,12763,123,2,12947,169,84,79,2,4,25666,12679,44,12943,09/30/03,2003-09-30,2003
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,8977,4465,21,1,4490,83,54,18,1,10,8894,4411,3,4480,09/30/03,2003-09-30,2003
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,7548,3155,34,0,4359,60,22,26,0,12,7488,3133,8,4347,09/30/03,2003-09-30,2003
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,7049,5649,28,2,1370,55,32,20,2,1,6994,5617,8,1369,09/30/03,2003-09-30,2003
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,55617,39873,242,7,15494,709,427,199,7,75,54908,39446,43,15419,09/30/03,2003-09-30,2003
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,32812,22996,245,1,9564,862,590,222,1,44,31950,22406,23,9520,09/30/03,2003-09-30,2003
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,45729,23498,210,3,22017,1095,606,192,3,293,44634,22892,18,21724,09/30/03,2003-09-30,2003
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,18219,8467,52,24,9676,198,80,51,24,43,18021,8387,1,9633,09/30/03,2003-09-30,2003
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,16037,4498,43,4,11492,164,70,38,4,52,15873,4428,5,11440,09/30/03,2003-09-30,2003
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,1987,1455,23,0,509,45,23,20,0,2,1942,1432,3,507,09/30/04,2004-09-30,2004
MAINE,MAINE,ME,FIRST CIRCUIT,4637,4154,43,1,439,144,83,41,1,19,4493,4071,2,420,09/30/04,2004-09-30,2004
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,18054,15421,174,0,2459,320,162,156,0,2,17734,15259,18,2457,09/30/04,2004-09-30,2004
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,4573,4108,16,0,449,161,137,13,0,11,4412,3971,3,438,09/30/04,2004-09-30,2004
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,4222,3906,18,0,298,78,58,16,0,4,4144,3848,2,294,09/30/04,2004-09-30,2004
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,13695,4374,127,6,9188,263,143,85,6,29,13432,4231,42,9159,09/30/04,2004-09-30,2004
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,11644,9557,96,0,1991,145,69,75,0,1,11499,9488,21,1990,09/30/04,2004-09-30,2004
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,17474,13410,48,8,4008,307,186,46,8,67,17167,13224,2,3941,09/30/04,2004-09-30,2004
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,27029,21771,163,0,5095,291,139,149,0,3,26738,21632,14,5092,09/30/04,2004-09-30,2004
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,20869,15661,2955,1,2177,3198,167,2941,1,14,17671,15494,14,2163,09/30/04,2004-09-30,2004
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,15482,11776,57,3,3645,306,187,54,3,61,15176,11589,3,3584,09/30/04,2004-09-30,2004
VERMONT,VERMONT,VT,SECOND CIRCUIT,1773,1516,13,0,244,88,60,13,0,15,1685,1456,0,229,09/30/04,2004-09-30,2004
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3740,2065,290,0,1385,351,49,287,0,15,3389,2016,3,1370,09/30/04,2004-09-30,2004
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,41262,27224,305,3,13730,704,391,262,3,48,40558,26833,43,13682,09/30/04,2004-09-30,2004
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,24658,13835,149,1,10673,396,208,126,1,61,24262,13627,23,10612,09/30/04,2004-09-30,2004
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,14246,10776,44,0,3426,262,158,38,0,66,13984,10618,6,3360,09/30/04,2004-09-30,2004
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,20662,16292,197,3,4170,465,260,155,3,47,20197,16032,42,4123,09/30/04,2004-09-30,2004
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,38,17,2,0,19,4,2,2,0,0,34,15,0,19,09/30/04,2004-09-30,2004
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,30438,20882,141,0,9415,431,256,132,0,43,30007,20626,9,9372,09/30/04,2004-09-30,2004
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,15054,7499,68,10,7477,189,114,56,10,9,14865,7385,12,7468,09/30/04,2004-09-30,2004
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,12106,5650,38,0,6418,183,97,36,0,50,11923,5553,2,6368,09/30/04,2004-09-30,2004
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,10179,5688,79,1,4411,105,38,66,1,0,10074,5650,13,4411,09/30/04,2004-09-30,2004
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,15632,6722,54,0,8855,183,122,30,0,30,15449,6600,24,8825,09/30/04,2004-09-30,2004
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,28921,20091,110,1,8718,335,233,84,1,16,28586,19858,26,8702,09/30/04,2004-09-30,2004
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,12408,10014,39,1,2354,521,412,38,1,70,11887,9602,1,2284,09/30/04,2004-09-30,2004
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,4584,4331,17,1,235,135,116,12,1,6,4449,4215,5,229,09/30/04,2004-09-30,2004
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,6927,6552,38,0,337,127,88,33,0,6,6800,6464,5,331,09/30/04,2004-09-30,2004
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,9982,6741,48,0,3193,127,89,37,0,1,9855,6652,11,3192,09/30/04,2004-09-30,2004
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,4235,2939,23,1,1272,37,15,19,1,2,4198,2924,4,1270,09/30/04,2004-09-30,2004
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,15768,8753,38,9,6967,431,192,35,9,194,15337,8561,3,6773,09/30/04,2004-09-30,2004
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,8382,5751,25,2,2604,70,40,25,2,3,8312,5711,0,2601,09/30/04,2004-09-30,2004
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,12969,8577,38,0,4354,113,64,33,0,16,12856,8513,5,4338,09/30/04,2004-09-30,2004
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,32560,15458,358,8,16733,1267,660,341,8,255,31293,14798,17,16478,09/30/04,2004-09-30,2004
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,13204,7719,79,4,5401,367,196,76,4,90,12837,7523,3,5311,09/30/04,2004-09-30,2004
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,26637,13728,242,0,12667,701,427,208,0,66,25936,13301,34,12601,09/30/04,2004-09-30,2004
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,21302,12173,217,2,8910,804,433,198,2,171,20498,11740,19,8739,09/30/04,2004-09-30,2004
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,13089,10955,27,4,2103,146,102,26,4,14,12943,10853,1,2089,09/30/04,2004-09-30,2004
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,15466,12008,97,2,3359,176,73,91,2,10,15290,11935,6,3349,09/30/04,2004-09-30,2004
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,46935,31923,168,2,14839,414,227,156,2,26,46521,31696,12,14813,09/30/04,2004-09-30,2004
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,16947,13473,46,2,3425,232,163,42,2,24,16715,13310,4,3401,09/30/04,2004-09-30,2004
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,48436,39986,83,2,8365,849,664,78,2,105,47587,39322,5,8260,09/30/04,2004-09-30,2004
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,42120,31446,109,4,10561,544,315,102,4,123,41576,31131,7,10438,09/30/04,2004-09-30,2004
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,19926,12663,70,3,7190,263,168,60,3,32,19663,12495,10,7158,09/30/04,2004-09-30,2004
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,16038,9427,109,2,6500,156,79,65,2,10,15882,9348,44,6490,09/30/04,2004-09-30,2004
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,26497,8340,68,0,18089,132,51,62,0,19,26365,8289,6,18070,09/30/04,2004-09-30,2004
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,55100,40295,196,0,14608,599,427,169,0,2,54501,39868,27,14606,09/30/04,2004-09-30,2004
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,15763,13498,19,5,2241,158,118,16,5,19,15605,13380,3,2222,09/30/04,2004-09-30,2004
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,9802,6914,21,10,2855,131,81,16,10,22,9671,6833,5,2833,09/30/04,2004-09-30,2004
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,21130,17596,37,3,3494,151,111,33,3,4,20979,17485,4,3490,09/30/04,2004-09-30,2004
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,34551,26661,79,1,7810,353,253,70,1,29,34198,26408,9,7781,09/30/04,2004-09-30,2004
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,18222,14786,21,0,3415,194,155,21,0,18,18028,14631,0,3397,09/30/04,2004-09-30,2004
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,9222,8061,46,3,1112,530,456,34,3,37,8692,7605,12,1075,09/30/04,2004-09-30,2004
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,15665,8444,35,6,7180,251,124,34,6,87,15414,8320,1,7093,09/30/04,2004-09-30,2004
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,8731,5926,19,0,2786,153,89,18,0,46,8578,5837,1,2740,09/30/04,2004-09-30,2004
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,5046,4854,15,1,176,236,213,14,1,8,4810,4641,1,168,09/30/04,2004-09-30,2004
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,7942,7507,15,2,418,125,103,15,2,5,7817,7404,0,413,09/30/04,2004-09-30,2004
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,18451,14639,111,10,3691,1375,1031,111,10,223,17076,13608,0,3468,09/30/04,2004-09-30,2004
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,19850,13501,39,4,6305,165,113,34,4,13,19685,13388,5,6292,09/30/04,2004-09-30,2004
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,17796,14500,38,5,3253,183,125,34,5,19,17613,14375,4,3234,09/30/04,2004-09-30,2004
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,8906,6954,39,7,1906,191,120,32,7,32,8715,6834,7,1874,09/30/04,2004-09-30,2004
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,2294,2175,5,5,109,93,73,5,5,10,2201,2102,0,99,09/30/04,2004-09-30,2004
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,2862,2638,14,4,206,97,70,11,4,12,2765,2568,3,194,09/30/04,2004-09-30,2004
ALASKA,ALASKA,AK,NINTH CIRCUIT,1468,1316,9,0,143,73,56,9,0,8,1395,1260,0,135,09/30/04,2004-09-30,2004
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,31686,25955,213,0,5517,481,252,169,0,60,31205,25703,44,5457,09/30/04,2004-09-30,2004
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,22332,16296,180,1,5855,1013,556,142,1,314,21319,15740,38,5541,09/30/04,2004-09-30,2004
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,29581,24918,103,10,4548,1008,657,99,10,240,28573,24261,4,4308,09/30/04,2004-09-30,2004
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,64585,57795,329,4,6455,1758,1343,294,4,115,62827,56452,35,6340,09/30/04,2004-09-30,2004
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,11366,9584,46,0,1736,180,129,34,0,17,11186,9455,12,1719,09/30/04,2004-09-30,2004
HAWAII,HAWAII,HI,NINTH CIRCUIT,3237,2837,23,0,376,51,30,16,0,5,3186,2807,7,371,09/30/04,2004-09-30,2004
IDAHO,IDAHO,ID,NINTH CIRCUIT,9445,8210,25,8,1202,162,111,18,8,25,9283,8099,7,1177,09/30/04,2004-09-30,2004
MONTANA,MONTANA,MT,NINTH CIRCUIT,4376,3897,15,8,456,105,74,14,8,9,4271,3823,1,447,09/30/04,2004-09-30,2004
NEVADA,NEVADA,NV,NINTH CIRCUIT,18397,14281,120,0,3996,276,140,110,0,26,18121,14141,10,3970,09/30/04,2004-09-30,2004
OREGON,OREGON,OR,NINTH CIRCUIT,24589,20629,42,3,3915,948,621,42,3,282,23641,20008,0,3633,09/30/04,2004-09-30,2004
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,9693,7618,52,4,2019,219,149,44,4,22,9474,7469,8,1997,09/30/04,2004-09-30,2004
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,29522,23617,122,0,5783,445,276,100,0,69,29077,23341,22,5714,09/30/04,2004-09-30,2004
GUAM,GUAM,GUAM,NINTH CIRCUIT,371,334,1,0,36,7,6,1,0,0,364,328,0,36,09/30/04,2004-09-30,2004
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,17,16,0,0,1,3,3,0,0,0,14,13,0,1,09/30/04,2004-09-30,2004
COLORADO,COLORADO,CO,TENTH CIRCUIT,27879,24925,89,2,2862,777,639,80,2,55,27102,24286,9,2807,09/30/04,2004-09-30,2004
KANSAS,KANSAS,KS,TENTH CIRCUIT,16401,13331,48,11,3011,263,186,42,11,24,16138,13145,6,2987,09/30/04,2004-09-30,2004
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,9360,8481,40,2,837,685,573,33,2,77,8675,7908,7,760,09/30/04,2004-09-30,2004
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,7694,6945,18,2,729,243,196,17,2,28,7451,6749,1,701,09/30/04,2004-09-30,2004
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,5102,4680,16,1,405,83,50,16,1,16,5019,4630,0,389,09/30/04,2004-09-30,2004
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,14440,12485,30,13,1911,274,209,30,13,21,14166,12276,0,1890,09/30/04,2004-09-30,2004
UTAH,UTAH,UT,TENTH CIRCUIT,21312,14747,83,0,6482,481,305,83,0,93,20831,14442,0,6389,09/30/04,2004-09-30,2004
WYOMING,WYOMING,WY,TENTH CIRCUIT,2438,2228,18,0,192,55,34,12,0,9,2383,2194,6,183,09/30/04,2004-09-30,2004
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,25807,13388,103,0,12316,177,77,87,0,13,25630,13311,16,12303,09/30/04,2004-09-30,2004
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,8545,4060,11,1,4473,79,58,9,1,11,8466,4002,2,4462,09/30/04,2004-09-30,2004
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,7555,2958,26,1,4570,53,23,20,1,9,7502,2935,6,4561,09/30/04,2004-09-30,2004
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,6835,5454,40,0,1341,94,53,35,0,6,6741,5401,5,1335,09/30/04,2004-09-30,2004
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,53535,38842,209,1,14482,509,299,176,1,33,53026,38543,33,14449,09/30/04,2004-09-30,2004
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,28000,21515,166,0,6316,599,412,148,0,36,27401,21103,18,6280,09/30/04,2004-09-30,2004
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,45610,24374,239,0,20996,1898,1039,218,0,640,43712,23335,21,20356,09/30/04,2004-09-30,2004
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,17835,8149,33,9,9644,135,68,31,9,27,17700,8081,2,9617,09/30/04,2004-09-30,2004
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,15854,4244,21,4,11585,132,41,20,4,67,15722,4203,1,11518,09/30/04,2004-09-30,2004
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,1951,1607,25,0,318,43,21,20,0,1,1908,1586,5,317,09/30/05,2005-09-30,2005
MAINE,MAINE,ME,FIRST CIRCUIT,5459,5033,20,2,402,119,81,20,2,16,5340,4952,0,386,09/30/05,2005-09-30,2005
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,21952,19236,140,0,2576,373,232,130,0,11,21579,19004,10,2565,09/30/05,2005-09-30,2005
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,5341,4840,33,1,467,511,421,30,1,59,4830,4419,3,408,09/30/05,2005-09-30,2005
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,4855,4581,16,1,257,89,70,15,1,3,4766,4511,1,254,09/30/05,2005-09-30,2005
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,12844,3799,119,10,8916,395,140,93,10,152,12449,3659,26,8764,09/30/05,2005-09-30,2005
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,12777,10985,41,0,1744,104,67,28,0,2,12673,10918,13,1742,09/30/05,2005-09-30,2005
