DATE,DISTRICT_NS,STATE,DISTRICT,CIRCUIT,CIRCUIT_NUM,CHAP_12_j,CHAP_12_j_q,CHAP_12_q,CHAP_12_impute,impute,YEAR,FISCAL_YEAR
2015-12-31,TXS,TEXAS,TEXAS SOUTHERN,FIFTH CIRCUIT,5TH,NA,0.5,0,0,0,2015,2016
2016-03-31,TXS,TEXAS,TEXAS SOUTHERN,FIFTH CIRCUIT,5TH,NA,0.5,0,0,0,2016,2016
2016-06-30,TXS,TEXAS,TEXAS SOUTHERN,FIFTH CIRCUIT,5TH,NA,0.5,2,2,2,2016,2016
2016-09-30,TXS,TEXAS,TEXAS SOUTHERN,FIFTH CIRCUIT,5TH,2,0.5,0,0,0,2016,2016
2016-12-31,TXS,TEXAS,TEXAS SOUTHERN,FIFTH CIRCUIT,5TH,NA,5.5,1,1,1,2016,2017
2017-03-31,TXS,TEXAS,TEXAS SOUTHERN,FIFTH CIRCUIT,5TH,NA,5.5,0,0,0,2017,2017
2017-06-30,TXS,TEXAS,TEXAS SOUTHERN,FIFTH CIRCUIT,5TH,NA,5.5,2,2,2,2017,2017
2017-09-30,TXS,TEXAS,TEXAS SOUTHERN,FIFTH CIRCUIT,5TH,NA,5.5,1,1,1,2017,2017
2017-12-31,TXS,TEXAS,TEXAS SOUTHERN,FIFTH CIRCUIT,5TH,NA,5.5,0,0,0,2017,2018
2018-03-31,TXS,TEXAS,TEXAS SOUTHERN,FIFTH CIRCUIT,5TH,NA,5.5,1,1,1,2018,2018
2018-06-30,TXS,TEXAS,TEXAS SOUTHERN,FIFTH CIRCUIT,5TH,NA,5.5,2,2,2,2018,2018
1986-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,5.5,NA,5.5,NA,1986,1987
1987-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,5.5,NA,5.5,8,1987,1987
1987-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,5.5,NA,5.5,10,1987,1987
1987-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,22,5.5,NA,5.5,4,1987,1987
1987-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,4.25,NA,4.25,6.5,1987,1988
1988-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,4.25,NA,4.25,6.5,1988,1988
1988-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,4.25,NA,4.25,1,1988,1988
1988-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,17,4.25,NA,4.25,3,1988,1988
1988-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,5.25,NA,5.25,5.5,1988,1989
1989-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,5.25,NA,5.25,5.5,1989,1989
1989-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,5.25,NA,5.25,5,1989,1989
1989-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,21,5.25,NA,5.25,5,1989,1989
1989-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.5,NA,2.5,3,1989,1990
1990-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.5,NA,2.5,2,1990,1990
1990-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.5,NA,2.5,2,1990,1990
1990-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,10,2.5,NA,2.5,3,1990,1990
1990-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,7,NA,7,7,1990,1991
1991-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,7,NA,7,6,1991,1991
1991-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,7,NA,7,7,1991,1991
1991-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,28,7,NA,7,8,1991,1991
1991-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,7,NA,7,8,1991,1992
1992-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,7,NA,7,8,1992,1992
1992-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,7,NA,7,7,1992,1992
1992-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,28,7,NA,7,5,1992,1992
1992-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,4.25,NA,4.25,6,1992,1993
1993-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,4.25,NA,4.25,1,1993,1993
1993-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,4.25,NA,4.25,4,1993,1993
1993-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,17,4.25,NA,4.25,6,1993,1993
1993-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.25,NA,2.25,1,1993,1994
1994-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.25,NA,2.25,4,1994,1994
1994-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.25,NA,2.25,0,1994,1994
1994-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,9,2.25,NA,2.25,4,1994,1994
1994-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2,NA,2,3,1994,1995
1995-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2,NA,2,2,1995,1995
1995-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2,NA,2,1,1995,1995
1995-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,8,2,NA,2,2,1995,1995
1995-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,4.75,2,2,2,1995,1996
1996-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,4.75,7,7,7,1996,1996
1996-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,4.75,7,7,7,1996,1996
1996-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,19,4.75,3,3,3,1996,1996
1996-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.75,3,3,3,1996,1997
1997-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.75,5,5,5,1997,1997
1997-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.75,1,1,1,1997,1997
1997-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,11,2.75,2,2,2,1997,1997
1997-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.75,2,2,2,1997,1998
1998-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.75,3,3,3,1998,1998
1998-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.75,4,4,4,1998,1998
1998-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,11,2.75,2,2,2,1998,1998
1998-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.25,0,0,0,1998,1999
1999-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.25,3,3,3,1999,1999
1999-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.25,5,5,5,1999,1999
1999-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,9,2.25,1,1,1,1999,1999
1999-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,1.75,2,2,2,1999,2e3
2000-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,1.75,3,3,3,2e3,2e3
2000-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,1.75,2,2,2,2e3,2e3
2000-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,7,1.75,0,0,0,2e3,2e3
2000-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.75,0,0,0,2e3,2001
2001-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.75,0,0,0,2001,2001
2001-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.75,1,1,1,2001,2001
2001-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,3,0.75,2,2,2,2001,2001
2001-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.25,0,0,0,2001,2002
2002-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.25,0,0,0,2002,2002
2002-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.25,4,4,4,2002,2002
2002-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,9,2.25,5,5,5,2002,2002
2002-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.5,3,3,3,2002,2003
2003-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.5,2,2,2,2003,2003
2003-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,2.5,4,4,4,2003,2003
2003-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,10,2.5,1,1,1,2003,2003
2003-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.5,2,2,2,2003,2004
2004-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.5,0,0,0,2004,2004
2004-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.5,0,0,0,2004,2004
2004-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,2,0.5,0,0,0,2004,2004
2004-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.75,2,2,2,2004,2005
2005-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.75,0,0,0,2005,2005
2005-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.75,0,0,0,2005,2005
2005-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,3,0.75,1,1,1,2005,2005
2005-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.75,1,1,1,2005,2006
2006-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.75,2,2,2,2006,2006
2006-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.75,0,0,0,2006,2006
2006-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,3,0.75,0,0,0,2006,2006
2006-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.75,0,0,0,2006,2007
2007-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.75,3,3,3,2007,2007
2007-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.75,0,0,0,2007,2007
2007-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,3,0.75,0,0,0,2007,2007
2007-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.5,0,0,0,2007,2008
2008-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.5,1,1,1,2008,2008
2008-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.5,0,0,0,2008,2008
2008-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,2,0.5,1,1,1,2008,2008
2008-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.25,1,1,1,2008,2009
2009-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.25,0,0,0,2009,2009
2009-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.25,0,0,0,2009,2009
2009-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,1,0.25,0,0,0,2009,2009
2009-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.75,1,1,1,2009,2010
2010-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.75,1,1,1,2010,2010
2010-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.75,1,1,1,2010,2010
2010-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,3,0.75,0,0,0,2010,2010
2010-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,1.5,1,1,1,2010,2011
2011-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,1.5,4,4,4,2011,2011
2011-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,1.5,1,1,1,2011,2011
2011-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,6,1.5,0,0,0,2011,2011
2011-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,1.5,1,1,1,2011,2012
2012-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,1.5,4,4,4,2012,2012
2012-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,1.5,0,0,0,2012,2012
2012-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,6,1.5,1,1,1,2012,2012
2012-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.5,1,1,1,2012,2013
2013-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.5,0,0,0,2013,2013
2013-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0.5,1,1,1,2013,2013
2013-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,2,0.5,0,0,0,2013,2013
2013-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0,0,0,0,2013,2014
2014-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0,0,0,0,2014,2014
2014-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0,0,0,0,2014,2014
2014-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,0,0,0,0,0,2014,2014
2014-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0,0,0,0,2014,2015
2015-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0,0,0,0,2015,2015
2015-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0,0,0,0,2015,2015
2015-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,0,0,0,0,0,2015,2015
2015-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0,0,0,0,2015,2016
2016-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0,0,0,0,2016,2016
2016-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,0,0,0,0,2016,2016
2016-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,0,0,0,0,0,2016,2016
2016-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,9,1,1,1,2016,2017
2017-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,9,1,1,1,2017,2017
2017-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,9,0,0,0,2017,2017
2017-09-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,9,2,2,2,2017,2017
2017-12-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,9,0,0,0,2017,2018
2018-03-31,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,9,0,0,0,2018,2018
2018-06-30,TXW,TEXAS,TEXAS WESTERN,FIFTH CIRCUIT,5TH,NA,9,2,2,2,2018,2018
1986-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,9,NA,9,NA,1986,1987
1987-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,9,NA,9,22,1987,1987
1987-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,9,NA,9,9,1987,1987
1987-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,36,9,NA,9,5,1987,1987
1987-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,3,NA,3,3.5,1987,1988
1988-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,3,NA,3,3.5,1988,1988
1988-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,3,NA,3,4,1988,1988
1988-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,12,3,NA,3,1,1988,1988
1988-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1.75,NA,1.75,3,1988,1989
1989-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1.75,NA,1.75,3,1989,1989
1989-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1.75,NA,1.75,0,1989,1989
1989-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,7,1.75,NA,1.75,1,1989,1989
1989-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1.5,NA,1.5,3,1989,1990
1990-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1.5,NA,1.5,2,1990,1990
1990-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1.5,NA,1.5,0,1990,1990
1990-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,6,1.5,NA,1.5,1,1990,1990
1990-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,2.25,NA,2.25,4,1990,1991
1991-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,2.25,NA,2.25,1,1991,1991
1991-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,2.25,NA,2.25,2,1991,1991
1991-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,9,2.25,NA,2.25,2,1991,1991
1991-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1,NA,1,0,1991,1992
1992-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1,NA,1,3,1992,1992
1992-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1,NA,1,1,1992,1992
1992-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,4,1,NA,1,0,1992,1992
1992-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,2.75,NA,2.75,3,1992,1993
1993-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,2.75,NA,2.75,1,1993,1993
1993-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,2.75,NA,2.75,4,1993,1993
1993-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,11,2.75,NA,2.75,3,1993,1993
1993-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.5,NA,0.5,0,1993,1994
1994-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.5,NA,0.5,2,1994,1994
1994-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.5,NA,0.5,0,1994,1994
1994-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,2,0.5,NA,0.5,0,1994,1994
1994-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,NA,0.25,0,1994,1995
1995-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,NA,0.25,0,1995,1995
1995-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,NA,0.25,1,1995,1995
1995-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,1,0.25,NA,0.25,0,1995,1995
1995-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.5,1,1,1,1995,1996
1996-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.5,0,0,0,1996,1996
1996-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.5,0,0,0,1996,1996
1996-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,2,0.5,1,1,1,1996,1996
1996-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1.75,2,2,2,1996,1997
1997-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1.75,1,1,1,1997,1997
1997-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1.75,3,3,3,1997,1997
1997-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,7,1.75,1,1,1,1997,1997
1997-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,2.5,1,1,1,1997,1998
1998-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,2.5,2,2,2,1998,1998
1998-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,2.5,4,4,4,1998,1998
1998-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,10,2.5,3,3,3,1998,1998
1998-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,2.5,2,2,2,1998,1999
1999-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,2.5,1,1,1,1999,1999
1999-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,2.5,6,6,6,1999,1999
1999-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,10,2.5,1,1,1,1999,1999
1999-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.5,1,1,1,1999,2e3
2000-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.5,0,0,0,2e3,2e3
2000-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.5,1,1,1,2e3,2e3
2000-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,2,0.5,0,0,0,2e3,2e3
2000-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2e3,2001
2001-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2001,2001
2001-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,1,1,1,2001,2001
2001-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,1,0.25,0,0,0,2001,2001
2001-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1.5,0,0,0,2001,2002
2002-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1.5,0,0,0,2002,2002
2002-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1.5,2,2,2,2002,2002
2002-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,6,1.5,4,4,4,2002,2002
2002-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2002,2003
2003-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2003,2003
2003-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,1,1,1,2003,2003
2003-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,1,0.25,0,0,0,2003,2003
2003-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2003,2004
2004-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2004,2004
2004-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2004,2004
2004-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,0,0,0,0,0,2004,2004
2004-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.5,1,1,1,2004,2005
2005-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.5,0,0,0,2005,2005
2005-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.5,1,1,1,2005,2005
2005-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,2,0.5,0,0,0,2005,2005
2005-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2005,2006
2006-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2006,2006
2006-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,1,1,1,2006,2006
2006-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,1,0.25,0,0,0,2006,2006
2006-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2006,2007
2007-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2007,2007
2007-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2007,2007
2007-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,1,0.25,1,1,1,2007,2007
2007-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2007,2008
2008-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2008,2008
2008-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2008,2008
2008-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,0,0,0,0,0,2008,2008
2008-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.75,0,0,0,2008,2009
2009-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.75,1,1,1,2009,2009
